Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Dist_CityHall_Miles,Median_Income,School_Score_External,Matched_School,School_Index_Real,School_Score_Norm,School_Rating_Category_Real,School_Merge_Type,HouseAge,RemodAge,GarageAge,TotalSF,TotalPorchSF,TotalBath,OutdoorSF,HasGarage,HasBasement,HasFireplace,HasPool,Has2ndFloor,QualityLivArea,BathPerBedroom,GarageScore,Quality_x_School,LivingArea_x_School,Age_x_School,Quality_x_Income,Quality_x_ExternalSchool,Age_x_Distance,TotalHomeQuality,TotalHouseSF,LivLotRatio,YearsSinceRemodel,IsRemodeled,TotalRooms
1278,80,RL,,17871,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,1680,GasA,Fa,Y,SBrkr,1724,0,0,1724,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,2,480,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2009,WD,Normal,197900,1.318212352431953,75620.02739726027,0.5638315206528659,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,42,33,42.0,3404,0,2.5,0,1,1,1,0,0,10344,0.625,960,3.156031177805496,906.8329584227793,22.092218244638474,453720.16438356164,3.3829891239171954,55.36491880214202,11,3884,0.09646913994740082,33,1,8
1279,60,RL,75.0,9473,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,0,324,1128,GasA,Ex,Y,SBrkr,1128,903,0,2031,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,577,TA,TA,Y,0,211,0,0,0,0,,,,0,3,2008,WD,Normal,237000,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,6,6,6.0,3159,211,3.5,211,1,1,1,0,1,16248,0.875,1154,4.208041570407328,1068.3165536871604,3.156031177805496,633490.4746666667,4.723376993425332,7.211852049077471,13,3736,0.2143988176923889,6,0,9
1280,50,C (all),60.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,698,698,GasA,TA,Y,FuseA,698,430,0,1128,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1980.0,RFn,2,528,TA,TA,Y,30,0,164,0,0,0,,,,0,4,2010,COD,Abnorml,68400,3.6863266000822046,40049.51351351351,0.29861372552940846,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,90,60,30.0,1826,164,1.0,194,1,1,0,0,1,4512,0.3333333333333333,1056,2.104020785203664,593.3338614274332,47.34046766708244,160198.05405405405,1.1944549021176338,331.76939400739843,8,2354,0.1504,60,1,7
1281,20,RL,67.0,9808,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,785,1573,GasA,Ex,Y,SBrkr,1573,0,0,1573,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2002.0,RFn,2,544,TA,TA,Y,0,72,0,0,0,0,,,,0,3,2009,WD,Normal,227000,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,7,7,7.0,3146,72,3.0,72,1,1,0,0,0,11011,0.75,1088,3.682036374106412,827.406173781341,3.682036374106412,554304.1653333334,4.132954869247166,8.413827390590384,12,3690,0.16037928221859707,7,0,8
1282,20,RL,50.0,8049,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053,Unf,0,256,1309,GasA,TA,Y,SBrkr,1339,0,0,1339,1,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1990.0,Fin,2,484,Gd,Gd,Y,0,58,0,0,90,0,,,,0,7,2006,WD,Normal,180000,2.148628294821613,96898.97894736842,0.7224898023719071,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,16,16,16.0,2648,148,3.0,148,1,1,1,0,0,9373,1.0,968,3.682036374106412,704.3209578469266,8.416083140814656,678292.8526315789,5.0574286166033495,34.378052717145806,12,3132,0.16635606907690395,16,0,8
1283,20,RL,61.0,8800,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,364,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,Gd,5,Typ,0,,Detchd,1977.0,Unf,2,484,TA,TA,Y,0,0,0,0,288,0,,,,0,9,2009,WD,Normal,150500,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,32,1,32.0,2080,288,2.0,288,1,1,0,0,0,5200,0.5,968,2.63002598150458,547.0454041529526,16.832166281629313,395931.5466666667,2.9521106208908328,38.46321092841318,12,2564,0.11818181818181818,1,1,7
1284,90,RL,94.0,9400,Pave,,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,912,912,GasA,TA,Y,SBrkr,912,912,0,1824,0,0,2,2,4,2,TA,8,Typ,0,,,,,0,0,,,Y,128,0,0,0,0,0,,,,0,4,2010,WD,Normal,139000,4.864594334728975,62508.04897959183,0.46606711901937214,Mitchell Elementary School,491.17,0.6303485702358592,Commendable,Exact name based school proxy,39,39,,2736,0,3.0,128,0,1,0,0,1,10944,0.6,0,3.7820914214151555,1149.7557921102073,24.583594239198508,375048.293877551,2.796402714116233,189.71917905443001,11,2736,0.19404255319148936,39,0,10
1285,50,RL,50.0,9638,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,804,804,GasA,Ex,Y,SBrkr,1699,748,0,2447,0,0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,1969.0,Unf,1,336,TA,TA,Y,272,0,42,0,116,0,,,,0,3,2010,WD,Normal,169000,2.443752583889521,57036.543999999994,0.425270955898506,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,91,20,41.0,3251,158,2.0,430,1,1,1,0,1,14682,0.4,336,3.156031177805496,1287.1347153483416,47.86647286338336,342219.26399999997,2.551625735391036,222.38148513394643,13,3587,0.25389084872380163,20,1,12
1286,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,GasA,Ex,Y,FuseF,825,587,0,1412,0,0,1,0,4,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,280,TA,TA,Y,45,0,0,0,0,0,,,,0,5,2009,WD,Normal,132500,3.1939631788866647,49933.620689655174,0.3723107522461928,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,70,59,70.0,2192,0,1.0,45,1,1,1,0,1,8472,0.2,280,3.156031177805496,742.7193371768934,36.82036374106412,299601.724137931,2.233864513477157,223.57742252206654,12,2472,0.23533333333333334,59,1,7
1287,20,RL,,9790,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Rec,81,678,1328,GasA,TA,Y,SBrkr,1328,0,0,1328,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2,528,TA,TA,Y,0,26,0,0,0,0,,,,0,6,2010,WD,Normal,143000,1.318212352431953,75620.02739726027,0.5638315206528659,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,47,47,47.0,2656,26,2.5,26,1,1,1,0,0,7968,0.625,1056,3.156031177805496,698.5349006876165,24.722244226143054,453720.16438356164,3.3829891239171954,61.95598056430178,11,3184,0.13564862104187947,47,0,7
1288,20,RL,,36500,Pave,,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812,Unf,0,812,1624,GasA,Fa,Y,SBrkr,1582,0,0,1582,0,1,2,0,4,1,TA,7,Typ,0,,Attchd,1964.0,Unf,2,390,TA,TA,N,168,198,0,0,0,0,,,,0,6,2006,WD,Normal,190000,1.2020838819909643,85026.17142857143,0.6339647998276126,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,42,42,42.0,3206,198,2.5,366,1,1,0,0,0,7910,0.5,780,2.63002598150458,832.1402205480491,22.092218244638474,425130.85714285716,3.169823999138063,50.4875230436205,10,3596,0.04334246575342466,42,0,9
1289,120,RL,40.0,5664,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158,Unf,0,343,1501,GasA,Ex,Y,SBrkr,1659,0,0,1659,1,0,2,0,2,1,Ex,5,Typ,1,Ex,Attchd,2000.0,Fin,2,499,TA,TA,Y,212,59,0,0,0,0,,,,0,10,2009,WD,Normal,278000,1.8146509184084816,124199.6,0.9260463364367254,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,9,9,9.0,3160,59,3.0,271,1,1,1,0,0,13272,1.0,998,4.208041570407328,872.6426206632196,4.734046766708245,993596.8,7.408370691493803,16.331858265676335,13,3659,0.2929025423728814,9,0,7
1290,60,RL,86.0,11065,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1085,1085,GasA,Ex,Y,SBrkr,1120,850,0,1970,0,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2006.0,Fin,3,753,TA,TA,Y,177,74,0,0,0,0,,,,0,10,2006,New,Partial,281000,1.8690900933179198,126508.24935064935,0.9432598884391945,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,0,0,0.0,3055,74,2.5,251,1,1,1,0,1,15760,0.625,2259,4.208041570407328,1036.2302367128045,0.0,1012065.9948051948,7.546079107513556,0.0,13,3808,0.1780388612742883,0,0,10
1291,80,RL,,14112,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,1152,GasA,TA,Y,SBrkr,1152,0,0,1152,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1964.0,RFn,2,484,TA,TA,Y,227,0,0,0,0,0,,,,0,4,2010,WD,Normal,180500,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,46,46,46.0,2304,0,2.0,227,1,1,1,0,0,5760,0.5,968,2.63002598150458,605.9579861386553,24.196239029842136,291694.16,2.1749048163439175,195.31562664568727,12,2788,0.08163265306122448,46,0,7
1292,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,0,399,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1972.0,Unf,1,264,TA,TA,Y,185,0,0,0,0,0,,,,0,2,2009,WD,Normal,119500,3.793972738151323,41797.5,0.31164691148130935,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,37,37,37.0,1932,0,2.5,185,1,1,0,0,1,6510,0.625,264,2.63002598150458,684.8587655837927,19.462192263133893,208987.5,1.5582345574065468,140.37699131159894,12,2196,0.775,37,0,8
1293,70,RM,60.0,6600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,994,GasA,TA,N,SBrkr,1378,994,0,2372,0,0,2,0,4,2,TA,11,Min2,0,,Attchd,1985.0,RFn,1,432,TA,TA,Y,0,287,0,0,0,0,,,,0,12,2009,WD,Normal,107500,2.86140394234507,51290.120353982304,0.3824249679483995,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,117,44,24.0,3366,287,2.0,287,1,1,0,0,1,11860,0.4,432,2.63002598150458,1247.6843256257728,61.542607967207175,256450.60176991153,1.9121248397419974,334.7842612543732,9,3798,0.3593939393939394,44,1,13
1294,60,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,832,GasA,TA,Y,SBrkr,832,832,0,1664,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1976.0,RFn,2,528,TA,TA,Y,0,28,0,0,259,0,,GdWo,,0,3,2006,WD,Normal,162900,1.318212352431953,75620.02739726027,0.5638315206528659,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,30,30,30.0,2496,287,2.5,287,1,1,1,0,1,11648,0.5,1056,3.682036374106412,875.2726466447243,15.78015588902748,529340.1917808219,3.946820644570061,39.54637057295859,12,3024,0.1641025641025641,30,0,10
1295,20,RL,60.0,8172,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,Rec,167,Unf,0,697,864,GasA,TA,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1957.0,Unf,2,572,TA,TA,N,0,0,0,0,0,0,,,,0,4,2006,WD,Normal,115000,4.3977926559872085,51287.88,0.3824082636144271,Edwards Elementary School,400.57,0.0,Needs Improvement,Exact name based school proxy,51,16,49.0,1728,0,2.0,0,1,1,0,0,0,4320,0.6666666666666666,1144,0.0,0.0,0.0,256439.4,1.9120413180721354,224.28742545534763,12,2300,0.10572687224669604,16,1,6
1296,20,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,1052,GasA,Gd,Y,SBrkr,1052,0,0,1052,1,0,1,1,3,1,TA,5,Typ,0,,Attchd,1968.0,RFn,1,288,TA,TA,Y,356,0,0,0,0,0,,GdWo,,0,11,2006,WD,Normal,138500,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,38,38,38.0,2104,0,2.5,356,1,1,0,0,0,5260,0.625,288,2.63002598150458,553.3574665085637,19.988197459434808,291694.16,2.1749048163439175,161.3476915768721,10,2392,0.12523809523809523,38,0,6
1297,20,RL,80.0,8700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,1120,GasA,Gd,Y,SBrkr,1128,0,0,1128,1,0,2,0,3,1,TA,6,Typ,0,,Attchd,1963.0,RFn,2,525,TA,TA,Y,192,20,123,0,0,0,,MnPrv,,0,12,2008,WD,Normal,155000,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,45,45,45.0,2248,143,3.0,335,1,1,0,0,0,5640,0.75,1050,2.63002598150458,593.3338614274332,23.67023383354122,291694.16,2.1749048163439175,191.0696347620854,11,2773,0.1296551724137931,45,0,8
1298,180,RM,35.0,3675,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547,Unf,0,0,547,GasA,Gd,Y,SBrkr,1072,0,0,1072,1,0,2,0,2,1,TA,5,Typ,0,,Basment,2005.0,Fin,2,525,TA,TA,Y,0,44,0,0,0,0,,,,0,6,2006,New,Partial,140000,4.3977926559872085,51287.88,0.3824082636144271,Edwards Elementary School,400.57,0.0,Needs Improvement,Exact name based school proxy,1,0,1.0,1619,44,3.0,44,1,1,0,0,0,6432,1.0,1050,0.0,0.0,0.0,307727.27999999997,2.2944495816865627,4.3977926559872085,11,2144,0.2917006802721088,0,1,7
1300,20,RL,75.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340,Rec,906,0,1246,GasA,Ex,Y,SBrkr,1246,0,0,1246,1,0,1,1,3,1,Gd,6,Typ,0,,Attchd,1959.0,RFn,1,305,TA,TA,Y,218,0,0,0,0,0,,GdPrv,,0,5,2010,WD,Normal,154000,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,51,16,51.0,2492,0,2.5,218,1,1,0,0,0,6230,0.625,305,2.63002598150458,655.4024745909413,26.826265011346717,291694.16,2.1749048163439175,216.54558606369676,12,2797,0.16613333333333333,16,1,7
1301,60,RL,,10762,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694,Unf,0,284,978,GasA,Ex,Y,SBrkr,1005,978,0,1983,0,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1999.0,Fin,2,490,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD,Normal,225000,3.20501755284444,77141.80253164558,0.5751780490481104,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,10,10,10.0,2961,0,2.5,0,1,1,1,0,1,13881,0.625,980,3.682036374106412,1043.0683042647165,5.26005196300916,539992.617721519,4.026246343336773,32.0501755284444,12,3451,0.18425943133246608,10,0,11
1302,70,RL,,7500,Pave,,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,0,224,771,GasA,Fa,Y,SBrkr,753,741,0,1494,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,213,TA,TA,P,0,0,0,0,224,0,,,,0,11,2009,WD,Normal,177500,0.7613762547568976,84249.89019607843,0.6281767587115806,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,67,59,67.0,2265,224,1.0,224,1,1,1,0,1,8964,0.25,213,3.156031177805496,785.8517632735685,35.24234815216138,505499.34117647057,3.769060552269484,51.01220906871214,13,2478,0.1992,59,1,8
1303,60,RL,92.0,10120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,Gd,TA,PConc,Gd,TA,No,GLQ,740,Unf,0,425,1165,GasA,Ex,Y,SBrkr,1203,1323,0,2526,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,RFn,3,844,TA,TA,Y,309,78,0,0,0,0,,,,0,12,2006,WD,Normal,290000,1.325320294340452,134118.1268292683,1.0,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,12,12,12.0,3691,78,3.5,387,1,1,1,0,1,20208,0.7,2532,4.208041570407328,1328.6891258561138,6.312062355610992,1072945.0146341464,8.0,15.903843532085425,13,4535,0.24960474308300395,12,0,10
1304,20,RL,73.0,8688,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1616,1616,GasA,Ex,Y,SBrkr,1616,0,0,1616,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,3,834,TA,TA,Y,208,59,0,0,0,0,,,,0,4,2006,WD,Normal,232000,1.1277223729341883,90151.93488372093,0.6721830748388239,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,1,1,1.0,3232,59,2.0,267,1,1,0,0,0,11312,0.5,2502,3.682036374106412,850.0243972222803,0.526005196300916,631063.5441860465,4.705281523871768,1.1277223729341883,12,4066,0.1860036832412523,1,0,9
1305,160,RM,32.0,3363,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,976,976,GasA,Ex,Y,SBrkr,976,732,0,1708,0,0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,0,,,,0,4,2006,WD,Normal,130000,4.3977926559872085,51287.88,0.3824082636144271,Edwards Elementary School,400.57,0.0,Needs Improvement,Exact name based school proxy,2,2,2.0,2684,40,2.0,40,1,1,0,0,1,11956,0.5,760,0.0,0.0,0.0,359015.16,2.6768578453009897,8.795585311974417,12,3064,0.5078798691644365,2,0,9
1306,20,RL,108.0,13173,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1572,Unf,0,80,1652,GasA,Ex,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,2,Ex,Attchd,2006.0,Fin,2,840,TA,TA,Y,404,102,0,0,0,0,,,,0,11,2009,WD,Normal,325000,1.8690900933179198,126508.24935064935,0.9432598884391945,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,3,2,3.0,3304,102,3.0,506,1,1,1,0,0,14868,1.0,1680,4.734046766708245,868.9605842891133,1.578015588902748,1138574.2441558442,8.48933899595275,5.6072702799537595,14,4144,0.12540803157974645,2,1,8
1307,120,RL,48.0,6955,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1368,1368,GasA,Ex,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,474,TA,TA,Y,132,35,0,0,0,0,,,,0,9,2006,New,Partial,202500,1.8690900933179198,126508.24935064935,0.9432598884391945,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,1,0,1.0,2736,35,2.0,167,1,1,1,0,0,9576,0.6666666666666666,948,3.682036374106412,719.5751085396531,0.526005196300916,885557.7454545455,6.6028192190743615,1.8690900933179198,12,3210,0.19669302659956867,0,1,8
1308,20,RL,60.0,8072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,746,Unf,0,244,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,2000.0,Unf,2,480,TA,TA,Y,0,64,0,0,0,0,,,,0,5,2009,WD,Normal,138000,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,15,14,9.0,1980,64,2.0,64,1,1,0,0,0,4950,0.5,960,2.63002598150458,520.7451443379068,7.89007794451374,395931.5466666667,2.9521106208908328,18.02963012269368,10,2460,0.12264618434093162,14,1,6
1309,20,RM,100.0,12000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144,ALQ,608,172,924,GasA,Ex,Y,SBrkr,1122,0,0,1122,1,0,1,0,2,1,Gd,6,Typ,0,,Attchd,1948.0,Unf,2,528,TA,TA,Y,0,36,0,0,0,0,,GdWo,,0,5,2008,WD,Normal,147000,2.86140394234507,51290.120353982304,0.3824249679483995,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,60,3,60.0,2046,36,2.0,36,1,1,0,0,0,5610,0.6666666666666666,1056,2.63002598150458,590.1778302496277,31.56031177805496,256450.60176991153,1.9121248397419974,171.6842365407042,12,2574,0.0935,3,1,7
